CODE,SHORT_DESCRIPTION,LONG_DESCRIPTION,REF_WADS_DEPARTMENT_ID,applicability,quantification_purpose,quantification_of,entry_type,PoE,convey_type,conveyance,container_edge,Notes,product_pathway,product_subpathway,PATHWAY
3421,Silverleaf Nightshade Sites Surveyed (Aphis), ,1,,,,,,,,,,,,
3425,C-7 Seven spotted Lady Beetle Beneficials Released (APHIS), ,1,,,,,,,,,,,,
3426,C-7 Seven spotted Lady Beetle Sites Surveyed (APHIS), ,1,,,,,,,,,,,,
3430,Leafy Purge Beneficials Released (Aphis), ,1,,,,,,,,,,,,
3431,Leafy Spurge Sites Surveyed (Aphis), ,1,,,,,,,,,,,,
3440,Russian Wheat Aphid Beneficials Released (Aphis), ,1,,,,,,,,,,,,
3441,Russian Wheat Aphid Sites Surveyed (APHIS), ,1,,,,,,,,,,,,
3450,European Corn Borer Beneficials Released (Aphis), ,1,,,,,,,,,,,,
3451,European Corn Borer Sites Surveyed (Aphis), ,1,,,,,,,,,,,,
3460,Cereal Leaf Beetle Beneficials Released (Aphis), ,1,,,,,,,,,,,,
3461,Cereal Leaf Beetle Sites Surveyed (Aphis), ,1,,,,,,,,,,,,
3470,Euonymus Scale Beneficials Released (Aphis), ,1,,,,,,,,,,,,
3471,Euonymus Scale Sites Surveyed (Aphis), ,1,,,,,,,,,,,,
3480,Aphid Biocontrol Beneficials Released (Aphis), ,1,,,,,,,,,,,,
3481,Aphid Biocontrol Sites Surveyed (Aphis), ,1,,,,,,,,,,,,
3490,Sweet Potato Whitefly Beneficials Released (Aphis), ,1,,,,,,,,,,,,
3491,Sweet Potato Whitefly Sites Surveyed (Aphis), ,1,,,,,,,,,,,,
3500,Survey - Apiaries Inspected (Aphis), ,1,,,,,,,,,,,,
3501,Survey - Apiaries Infested (Aphis), ,1,,,,,,,,,,,,
3502,Survey - Managed Colonies Inspected (Aphis), ,1,,,,,,,,,,,,
3503,Survey - Managed Colonies Infested (Aphis), ,1,,,,,,,,,,,,
3504,Survey - Feral Colonies Inspected (Aphis), ,1,,,,,,,,,,,,
3505,Survey - Feral Colonies Infested (Aphis), ,1,,,,,,,,,,,,
3506,Regulatory-Inspections, ,1,,,,,,,,,,,,
3507,Regulatory-Violations, ,1,,,,,,,,,,,,
3508,Control-Colonies Treated, ,1,,,,,,,,,,,,
3509,Control-Colonies Destroyed, ,1,,,,,,,,,,,,
3600,Survey - Swarms Or Colonies Inspected (Aphis), ,1,,,,,,,,,,,,
3601,Survey - Swarms Or Colonies Confirmed (Aphis), ,1,,,,,,,,,,,,
3602,Control - Swarms Or Colonies Destroyed (Aphis), ,1,,,,,,,,,,,,
3603,Survey - Detection Traps Installed (Aphis), ,1,,,,,,,,,,,,
3604,Survey - Detection Traps Serviced (Aphis), ,1,,,,,,,,,,,,
3605,Survey - Detection Traps Relocated (Aphis), ,1,,,,,,,,,,,,
3730,Survey - Detection Adult Traps Installed (Aphis), ,1,,,,,,,,,,,,
3731,Survey - Delimiting Adult Traps Installed (Aphis), ,1,,,,,,,,,,,,
3732,Survey - Detection Traps Recovering Moths (Aphis), ,1,,,,,,,,,,,,
3733,Survey - Delimiting Traps Recovering Moths (Aphis), ,1,,,,,,,,,,,,
3734,Survey - Detection Traps With Multiple Catches (Aphis), ,1,,,,,,,,,,,,
3735,Survey - Delimiting Traps With Multiple Catches (Aphis), ,1,,,,,,,,,,,,
3736,Survey - Detection Larval Traps Installed (Aphis), ,1,,,,,,,,,,,,
3737,Survey - Detection Traps Recovering Larvae (Aphis), ,1,,,,,,,,,,,,
3738,Survey - Detection Egg Mass Survey In Acres (Aphis), ,1,,,,,,,,,,,,
3739,Survey - Post Treatment Adult Traps Installed (Aphis), ,1,,,,,,,,,,,,
3740,Survey - Post Treatment Moths Recovered (Aphis), ,1,,,,,,,,,,,,
3741,Survey - Post Treatment Traps W/Multiple Catches (Aphis), ,1,,,,,,,,,,,,
3742,Control- Acres Treated-Bt, ,1,,,,,,,,,,,,
3743,Control-Acres Treated-Mass Trapping, ,1,,,,,,,,,,,,
3744,Control-Acres Treated-Bt And Mass Trapping, ,1,,,,,,,,,,,,
3745,Control-Acres Treated-Carbaryl, ,1,,,,,,,,,,,,
3746,Control-Acres Treated-Dimilin, ,1,,,,,,,,,,,,
3748,Control-Acres Treated-Orthene, ,1,,,,,,,,,,,,
3749,Regulatory-Contacts For Regulatory Enforcement, ,1,,,,,,,,,,,,
3750,Regulatory-Log Shipments-Canada, ,1,,,,,,,,,,,,
3751,Regulatory-Log Shipments-Interstate, ,1,,,,,,,,,,,,
3752,Regulatory-Nursery Stock Shipments, ,1,,,,,,,,,,,,
3753,Regulatory-Christmas Tree Shipments, ,1,,,,,,,,,,,,
3754,Regulatory-Logging Sites, ,1,,,,,,,,,,,,
3755,Regulatory-Nurseries Certified, ,1,,,,,,,,,,,,
3756,Regulatory-Christmas Tree Farms Certified, ,1,,,,,,,,,,,,
3757,Regulatory-Treatments, ,1,,,,,,,,,,,,
3758,Regulatory-Mobile Homes/Recreat Vehicles Insp., ,1,,,,,,,,,,,,
3760,Regulatory-Follow-up Contacts-Oha, ,1,,,,,,,,,,,,
4100,Survey - Eradication Acres Mapped (State), ,1,,,,,,,,,,,,
4101,Survey - High Plains Acres Mapped (State), ,1,,,,,,,,,,,,
4102,Control-Eradication-Acres Treated (State), ,1,,,,,,,,,,,,
4103,Control-High Plains-Acres Treated (State), ,1,,,,,,,,,,,,
4110,Survey - Machine Acres (State), ,1,,,,,,,,,,,,
4111,Survey - Manual Acres (State), ,1,,,,,,,,,,,,
4112,Survey - Soil Samples Collected (State), ,1,,,,,,,,,,,,
4113,Survey - Acres Infested (State), ,1,,,,,,,,,,,,
4114,Regulatory-Inspections (State), ,1,,,,,,,,,,,,
4115,Regulatory-Violations (State), ,1,,,,,,,,,,,,
4116,Regulatory-Treatments (State), ,1,,,,,,,,,,,,
4120,Survey - Adult State/Private (State), ,1,,,,,,,,,,,,
4121,Survey - Adult Federal (State), ,1,,,,,,,,,,,,
4122,Survey - Nymphal State/Private (State), ,1,,,,,,,,,,,,
4123,Survey - Nymphal Federal (State), ,1,,,,,,,,,,,,
4124,Control-Acres Treated-Aerial (State), ,1,,,,,,,,,,,,
4125,Control-Acres Treated-Ground (State), ,1,,,,,,,,,,,,
4126,Control-Technical Assistance-Acres Treated (State), ,1,,,,,,,,,,,,
4130,Survey - Detection Adult Traps Installed (State), ,1,,,,,,,,,,,,
4131,Survey - Delimiting Adult Traps Installed (State), ,1,,,,,,,,,,,,
4132,Survey - Detection Traps Recovering Moths (State), ,1,,,,,,,,,,,,
4133,Survey - Delimiting Traps Recovering Moths (State), ,1,,,,,,,,,,,,
4134,Survey - Detection Traps With Multiple Catches (State), ,1,,,,,,,,,,,,
4135,Survey - Delimiting Traps With Multiple Catches (State), ,1,,,,,,,,,,,,
4136,Survey - Detection Larval Traps Installed (State), ,1,,,,,,,,,,,,
4137,Survey - Detection Traps Recovering Larvae (State), ,1,,,,,,,,,,,,
4138,Survey - Detection Egg Mass Survey In Acres (State), ,1,,,,,,,,,,,,
4139,Survey - Post Treatment Adult Traps Installed (State), ,1,,,,,,,,,,,,
4140,Survey - Post Treatment Moths Recovered (State), ,1,,,,,,,,,,,,
4141,Survey - Post Treatment Traps W/Multiple Catches (State), ,1,,,,,,,,,,,,
4142,Control-Acres Treated-Bt (State), ,1,,,,,,,,,,,,
4143,Control-Acres Treated-Mass Trapping (State), ,1,,,,,,,,,,,,
4144,Control-Acres Treated-Bt And Mass Trapping (State), ,1,,,,,,,,,,,,
4145,Control-Acres Treated-Carbaryl (State), ,1,,,,,,,,,,,,
4146,Control-Acres Treated-Dimilin (State), ,1,,,,,,,,,,,,
4148,Control-Acres Treated-Orthene (State), ,1,,,,,,,,,,,,
4149,Regulatory-Contacts For Regulatory Enforcement (State), ,1,,,,,,,,,,,,
4150,Regulatory-Log Shipments-Canada (State), ,1,,,,,,,,,,,,
4151,Regulatory-Log Shipments-Interstate (State), ,1,,,,,,,,,,,,
4152,Regulatory-Nursery Stock Shipments (State), ,1,,,,,,,,,,,,
4153,Regulatory-Christmas Tree Shipments (State), ,1,,,,,,,,,,,,
4154,Regulatory-Logging Sites (State), ,1,,,,,,,,,,,,
4155,Regulatory-Nurseries Certified (State), ,1,,,,,,,,,,,,
4156,Regulatory-Christmas Tree Farms Certified (State), ,1,,,,,,,,,,,,
4157,Regulatory-Treatments (State), ,1,,,,,,,,,,,,
4158,Regulatory-Mobile Homes/Recreat Vehicles (State), ,1,,,,,,,,,,,,
4159,Regulatory-Transit Inspections (State), ,1,,,,,,,,,,,,
4160,Regulatory-Follow-up Contacts-Oha (State), ,1,,,,,,,,,,,,
4170,Survey - Detection Acres Surveyed (State), ,1,,,,,,,,,,,,
4171,Survey - Detection Acres Infested (State), ,1,,,,,,,,,,,,
4172,Survey - Delimiting Acres Surveyed (State), ,1,,,,,,,,,,,,
4174,Control-Aerial-Acres Treated (State), ,1,,,,,,,,,,,,
4175,Control-Ground-Acres Treated (State), ,1,,,,,,,,,,,,
4176,Regulatory-Treatments-Acres (State), ,1,,,,,,,,,,,,
4177,Regulatory-Treatments-Commodity (State), ,1,,,,,,,,,,,,
4178,Regulatory-Violations (State), ,1,,,,,,,,,,,,
4179,Regulatory-Inspections (State), ,1,,,,,,,,,,,,
4180,Regulatory - Number Of Inspections (State), ,1,,,,,,,,,,,,
4190,Survey - Traps Installed (State), ,1,,,,,,,,,,,,
4191,Survey - Acres Mapped (State), ,1,,,,,,,,,,,,
4192,Survey - Nonsterile Recoveries (State), ,1,,,,,,,,,,,,
4193,Control-Steriles Released (State), ,1,,,,,,,,,,,,
4194,Control-Acres Treated (State), ,1,,,,,,,,,,,,
4195,Regulatory-Treatments (State), ,1,,,,,,,,,,,,
4196,Regulatory-Violations (State), ,1,,,,,,,,,,,,
4197,Regulatory-Inspections (State), ,1,,,,,,,,,,,,
4200,Survey - Detection Traps In Service (State), ,1,,,,,,,,,,,,
4201,Survey-Detection-Traps Relocated (State), ,1,,,,,,,,,,,,
4202,Survey - Detection Traps Inspected (State), ,1,,,,,,,,,,,,
4203,Survey-Detection-Traps Rebaited (State), ,1,,,,,,,,,,,,
4204,Survey - Detection Traps Recoveries (State), ,1,,,,,,,,,,,,
4205,Survey - Detection Flies Recovered (State), ,1,,,,,,,,,,,,
4206,Survey - Delimiting Traps In Service (State), ,1,,,,,,,,,,,,
4207,Survey-Delimiting-Traps Rebaited (State), ,1,,,,,,,,,,,,
4208,Survey-Delimiting-Traps Relocated (State), ,1,,,,,,,,,,,,
4209,Survey - Delimiting Traps Recoveries (State), ,1,,,,,,,,,,,,
4210,Survey - Delimiting Flies Recovered (State), ,1,,,,,,,,,,,,
4211,Regulatory - Traps In Service (State), ,1,,,,,,,,,,,,
4212,Regulatory-Traps Rebaited (State), ,1,,,,,,,,,,,,
4213,Regulatory - Traps Inspected (State), ,1,,,,,,,,,,,,
4214,Regulatory - Trap Recoveries (State), ,1,,,,,,,,,,,,
4215,Regulatory - Feral Flies Recovered (State), ,1,,,,,,,,,,,,
4216,Regulatory-Sterile Flies Released (State), ,1,,,,,,,,,,,,
4217,Regulatory-Sterile Flies Recovered (State), ,1,,,,,,,,,,,,
4218,Regulatory-Shipments Certified (State), ,1,,,,,,,,,,,,
4219,Regulatory-Shipments Denied Certification (State), ,1,,,,,,,,,,,,
4230,Survey - Acres Surveyed (State), ,1,,,,,,,,,,,,
4231,Survey - Acres Infested (State), ,1,,,,,,,,,,,,
4232,Control-Acres Treated (State), ,1,,,,,,,,,,,,
4233,Regulatory-Inspections (State), ,1,,,,,,,,,,,,
4234,Regulatory-Treatments (State), ,1,,,,,,,,,,,,
4235,Regulatory-Violations (State), ,1,,,,,,,,,,,,
4290,Survey - Acres Surveyed (State), ,1,,,,,,,,,,,,
4291,Survey - Acres Infested (State), ,1,,,,,,,,,,,,
4292,Regulatory-Inspections (State), ,1,,,,,,,,,,,,
4293,Regulatory-Treatments (State), ,1,,,,,,,,,,,,
4294,Regulatory-Violations (State), ,1,,,,,,,,,,,,
4300,Survey - Properties Inspected (State), ,1,,,,,,,,,,,,
4301,Survey - Properties Infested (State), ,1,,,,,,,,,,,,
4302,Survey - Soil Samples Collected (State), ,1,,,,,,,,,,,,
4303,Regulatory-Inspections (State), ,1,,,,,,,,,,,,
4304,Regulatory-Violations (State), ,1,,,,,,,,,,,,
4310,Regulatory-Aircraft Treated (State), ,1,,,,,,,,,,,,
4320,Survey - Commercial Fields Inspected (State), ,1,,,,,,,,,,,,
4321,Survey - Commercial Fields Infested (State), ,1,,,,,,,,,,,,
4322,Survey - Research Plots Inspected (State), ,1,,,,,,,,,,,,
4323,Survey - Research Plots Infested (State), ,1,,,,,,,,,,,,
4324,Survey - Elevators Samples Inspected (State), ,1,,,,,,,,,,,,
4325,Survey - Elevators Samples Infested (State), ,1,,,,,,,,,,,,
4330,Survey - Detection Premises Inspected (State), ,1,,,,,,,,,,,,
4331,Survey - Detection Premises Infected (State), ,1,,,,,,,,,,,,
4332,Control-Premises Treated (State), ,1,,,,,,,,,,,,
4340,Survey - Sites Inspected (State), ,1,,,,,,,,,,,,
4341,Survey - Sites Infested (State), ,1,,,,,,,,,,,,
4342,Regulatory-Inspections (State), ,1,,,,,,,,,,,,
4350,Survey - Detection Traps In Service (State), ,1,,,,,,,,,,,,
4351,Survey-Detection-Traps Rebaited (State), ,1,,,,,,,,,,,,
4352,Survey - Detection Traps Inspected (State), ,1,,,,,,,,,,,,
4353,Survey-Detection-Traps Relocated (State), ,1,,,,,,,,,,,,
4354,Survey - Detection Traps Recoveries (State), ,1,,,,,,,,,,,,
4355,Survey - Detection Flies Recovered (State), ,1,,,,,,,,,,,,
4360,Survey - Detection Traps In Service (State), ,1,,,,,,,,,,,,
4361,Survey-Detection-Traps Rebaited (State), ,1,,,,,,,,,,,,
4362,Survey - Detection Traps Inspected (State), ,1,,,,,,,,,,,,
4363,Survey-Detection-Traps Relocated (State), ,1,,,,,,,,,,,,
4364,Survey - Detection Traps Recoveries (State), ,1,,,,,,,,,,,,
4365,Survey - Detection Flies Recovered (State), ,1,,,,,,,,,,,,
4370,Survey - Detection Traps In Service (State), ,1,,,,,,,,,,,,
4371,Survey-Detection-Traps Rebaited (States), ,1,,,,,,,,,,,,
4372,Survey - Detection Traps Inspected (State), ,1,,,,,,,,,,,,
4373,Survey-Detection-Traps Relocated (State), ,1,,,,,,,,,,,,
4375,Survey - Detection Flies Recovered (State), ,1,,,,,,,,,,,,
4500,Survey - Apiaries Inspected (State), ,1,,,,,,,,,,,,
4501,Survey - Apiaries Infested (State), ,1,,,,,,,,,,,,
4502,Survey - Managed Colonies Inspected (State), ,1,,,,,,,,,,,,
4503,Survey - Managed Colonies Infested (State), ,1,,,,,,,,,,,,
4504,Survey - Feral Colonies Inspected (State), ,1,,,,,,,,,,,,
4505,Survey - Feral Colonies Infested (State), ,1,,,,,,,,,,,,
4506,Regulatory-Inspections (State), ,1,,,,,,,,,,,,
4507,Regulatory-Violations (State), ,1,,,,,,,,,,,,
4508,Control-Colonies Treated (State), ,1,,,,,,,,,,,,
4509,Control-Colonies Destroyed (State), ,1,,,,,,,,,,,,
4600,Survey - Swarms Or Colonies Inspected (State), ,1,,,,,,,,,,,,
4601,Survey - Swarms Or Colonies Confirmed (State), ,1,,,,,,,,,,,,
4602,Control - Swarms Or Colonies Destroyed (State), ,1,,,,,,,,,,,,
4603,Survey - Detection Traps Installed (State), ,1,,,,,,,,,,,,
4604,Survey - Detection Traps Serviced (State), ,1,,,,,,,,,,,,
4605,Survey - Detection Traps Relocated (State), ,1,,,,,,,,,,,,
4730,Survey - Detection Adult Traps Installed (State), ,1,,,,,,,,,,,,
4731,Survey - Delimiting Adult Traps Installed (State), ,1,,,,,,,,,,,,
4732,Survey - Detection Traps Recovering Moths (State), ,1,,,,,,,,,,,,
4733,Survey - Delimiting Traps Recovering Moths (State), ,1,,,,,,,,,,,,
4734,Survey - Detection Traps With Multiple Catches (State), ,1,,,,,,,,,,,,
4735,Survey - Delimiting Traps With Multiple Catches (State), ,1,,,,,,,,,,,,
4736,Survey - Detection Larval Traps Installed (State), ,1,,,,,,,,,,,,
4737,Survey - Detection Traps Recovering Larvae (State), ,1,,,,,,,,,,,,
4738,Survey - Detection Egg Mass Survey In Acres (State), ,1,,,,,,,,,,,,
4739,Survey - Post Treatment Adult Traps Installed (State), ,1,,,,,,,,,,,,
4740,Survey - Post Treatment Moths Recovered (State), ,1,,,,,,,,,,,,
4741,Survey - Post Treatment Traps W/Multiple Catches (State), ,1,,,,,,,,,,,,
4742,Control-Acres Treated-Bt (State), ,1,,,,,,,,,,,,
4743,Control-Acres Treated-Mass Trapping (State), ,1,,,,,,,,,,,,
4744,Control-Acres Treated-Bt And Mass Trapping (State), ,1,,,,,,,,,,,,
4745,Control-Acres Treated-Carbaryl (State), ,1,,,,,,,,,,,,
4746,Control-Acres Treated-Dimilin (State), ,1,,,,,,,,,,,,
4748,Control-Acres Treated-Orthene (State), ,1,,,,,,,,,,,,
4749,Regulatory-Contacts For Regulatory Enforcement  (State), ,1,,,,,,,,,,,,
4750,Regulatory-Log Shipments-Canada (State), ,1,,,,,,,,,,,,
4751,Regulatory-Log Shipments-Interstate (State), ,1,,,,,,,,,,,,
4752,Regulatory-Nursery Stock Shipments (State), ,1,,,,,,,,,,,,
4753,Regulatory-Christmas Tree Shipments (State), ,1,,,,,,,,,,,,
4754,Regulatory-Logging Sites (State), ,1,,,,,,,,,,,,
4755,Regulatory-Nurseries Certified (State), ,1,,,,,,,,,,,,
4756,Regulatory-Christmas Tree Farms Certified (State0, ,1,,,,,,,,,,,,
4757,Regulatory-Treatments (State), ,1,,,,,,,,,,,,
4758,Regulatory-Mobile Homes/Recreat Vehicles (State), ,1,,,,,,,,,,,,
4759,Regulatory-Vessel Inspections (State), ,1,,,,,,,,,,,,
4760,Regulatory-Follow-up Contacts-Oha (State), ,1,,,,,,,,,,,,
5100,Survey - Eradication Acres Mapped (Other), ,1,,,,,,,,,,,,
5101,Survey - High Plains Acres Mapped (Other), ,1,,,,,,,,,,,,
5102,Control-Eradication-Acres Treated (Other), ,1,,,,,,,,,,,,
5103,Control-High Plains-Acres Treated (Other), ,1,,,,,,,,,,,,
5117,Control-Resistant Varieties Planted-Acres (Other), ,1,,,,,,,,,,,,
5120,Survey - Adult State/Private (Other), ,1,,,,,,,,,,,,
5121,Survey - Adult Federal (Other), ,1,,,,,,,,,,,,
5122,Survey - Nymphal State/Private (Other), ,1,,,,,,,,,,,,
5123,Survey - Nymphal Federal (Other), ,1,,,,,,,,,,,,
5124,Control-Acres Treated-Aerial (Other), ,1,,,,,,,,,,,,
5125,Control-Acres Treated-Ground (Other), ,1,,,,,,,,,,,,
