task,owner,sub_category,start_date,completion_comments,Animal.kg,Plant.kg,lat,lon,PATHWAY,how_many,entry_type,aqim_based,COMMODITY_DISPLAY_NAME
TK:3598:21,Puerto Rico,IBL 21-032,2020-12-19T06:00:00Z,"Animal: 0.00 #
Plant: 1.00 #",0,0.453592,18.48478,-66.54454,IBL,,passenger,NA,Animal_IBL
TK:3597:21,Puerto Rico,IBL 21-031,2020-12-18T06:00:00Z,"Animal: 0.75 #
Plant: 3.85 #",0.340194,1.7463292,18.29197,-67.19834,IBL,,passenger,NA,Animal_IBL
TK:4338:21,Puerto Rico,IBL 21-030,2020-12-14T09:00:00Z,"Animal # 70.00
Plant # 6.00",31.75144,2.721552,18.50959,-67.1301,IBL,,passenger,NA,Animal_IBL
TK:4337:21,Puerto Rico,IBL 21-029,2020-12-07T09:00:00Z,"Animal # 19.00
Plant # 3.00",8.618248,1.360776,18.0129,-67.16996,IBL,,passenger,NA,Animal_IBL
TK:4336:21,Puerto Rico,IBL 21-028,2020-12-01T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.4509,-65.89743,IBL,,passenger,NA,Animal_IBL
TK:4335:21,Puerto Rico,IBL 21-027,2020-11-25T09:00:00Z,"Animal # 0.00
Plant # 3.50",0,1.587572,18.49034,-66.86775,IBL,,passenger,NA,Animal_IBL
TK:4334:21,Puerto Rico,IBL 21-026,2020-11-24T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.48711,-66.92488,IBL,,passenger,NA,Animal_IBL
TK:4333:21,Puerto Rico,IBL 21-025,2020-11-24T09:00:00Z,"Animal # 8.00
Plant # 3.00",3.628736,1.360776,18.48101,-66.70145,IBL,,passenger,NA,Animal_IBL
TK:4332:21,Puerto Rico,IBL 21-024,2020-11-22T09:00:00Z,"Animal # 24.25
Plant # 0.00",10.999606,0,18.51323,-67.0417,IBL,,passenger,NA,Animal_IBL
TK:4258:21,Puerto Rico,IBL 21-023,2020-11-21T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.48861,-66.42083,IBL,,passenger,NA,Animal_IBL
TK:4257:21,Puerto Rico,IBL 21-022,2020-11-18T09:00:00Z,"Animal # 7.50
Plant # 5.50",3.4019399999999997,2.4947559999999998,18.37562,-67.2392,IBL,,passenger,NA,Animal_IBL
TK:4256:21,Puerto Rico,IBL 21-021,2020-11-18T09:00:00Z,"Animal # 0.00
Plant # 9.75",0,4.422522,18.49083,-66.82,IBL,,passenger,NA,Animal_IBL
TK:4014:21,Puerto Rico,IBL 21-020,2020-11-16T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.46916,-66.46222,IBL,,passenger,NA,Animal_IBL
TK:4013:21,Puerto Rico,IBL 21-019,2020-11-14T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.46638,-66.19777,IBL,,passenger,NA,Animal_IBL
TK:4012:21,Puerto Rico,IBL 21-018,2020-11-12T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.51081,-67.12742,IBL,,passenger,NA,Animal_IBL
TK:4011:21,Puerto Rico,IBL 21-017,2020-11-09T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.49075,-66.60878,IBL,,passenger,NA,Animal_IBL
TK:3955:21,Puerto Rico,IBL 21-016,2020-11-07T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.51561,-67.09407,IBL,,passenger,NA,Animal_IBL
TK:3941:21,Puerto Rico,IBL 21-015,2020-11-07T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.42829,-65.83266,IBL,,passenger,NA,Animal_IBL
TK:2044:21,Puerto Rico,IBL 21-014,2020-11-03T09:00:00Z,"Animal # 8.00
Plant # 4.00",3.628736,1.814368,18.51562,-67.09545,IBL,,passenger,NA,Animal_IBL
TK:2027:21,Puerto Rico,IBL 21-013,2020-11-03T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,17.99835,-67.20722,IBL,,passenger,NA,Animal_IBL
TK:2026:21,Puerto Rico,IBL 21-012,2020-11-01T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,17.95406,-67.14621,IBL,,passenger,NA,Animal_IBL
TK:1680:21,Puerto Rico,IBL 21-011,2020-10-28T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.48757,-66.43143,IBL,,passenger,NA,Animal_IBL
TK:1679:21,Puerto Rico,IBL 21-010,2020-10-28T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.48835,-66.42599,IBL,,passenger,NA,Animal_IBL
TK:1677:21,Puerto Rico,IBL 21-009,2020-10-21T09:00:00Z,"Animal # 35.50 
Plant # 4.00",16.102516,1.814368,18.29202,-67.19831,IBL,,passenger,NA,Animal_IBL
TK:1676:21,Puerto Rico,IBL 21-008,2020-10-20T09:00:00Z,"Animal # 5.50
Plant # 0.00",2.4947559999999998,0,18.01292,-67.17034,IBL,,passenger,NA,Animal_IBL
TK:1563:21,Puerto Rico,IBL 21-007,2020-10-19T09:00:00Z,"Animal # 8.25
Plant # 4.75",3.742134,2.154562,18.48332,-66.90137,IBL,,passenger,NA,Animal_IBL
TK:1678:21,Puerto Rico,IBL 21-006,2020-10-18T09:00:00Z,"Animal # 29.75
Plant # 2.75",13.494362,1.2473779999999999,18.51392,-67.04611,IBL,,passenger,NA,Animal_IBL
TK:1290:21,Puerto Rico,IBL 21-005,2020-10-10T07:00:00Z,"Animal: 0.4 #
Plant: 2.00 #",0.1814368,0.907184,18.48329,-66.76535,IBL,,passenger,NA,Animal_IBL
TK:1264:21,Puerto Rico,IBL 21-004,2020-10-07T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.47186,-66.2495,IBL,,passenger,NA,Animal_IBL
TK:1263:21,Puerto Rico,IBL 21-003,2020-10-06T09:00:00Z,"Animal # 12.00
Plant # 3.00",5.443104,1.360776,18.37444,-67.24372,IBL,,passenger,NA,Animal_IBL
TK:1262:21,Puerto Rico,IBL 21-002,2020-10-05T09:00:00Z,"Animal # 0.00
Plant # 5.00",0,2.26796,18.48539,-66.56569,IBL,,passenger,NA,Animal_IBL
TK:1261:21,Puerto Rico,IBL 21-001,2020-10-05T09:00:00Z,"Animal # 2.00
Plant # 1.00",0.907184,0.453592,18.49282,-66.62834,IBL,,passenger,NA,Animal_IBL
TK:1251:21,Puerto Rico,IBL 20-100,2020-09-29T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.51231,-67.03539,IBL,,passenger,NA,Animal_IBL
TK:1249:21,Puerto Rico,IBL 20-099,2020-09-28T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.0128,-67.17021,IBL,,passenger,NA,Animal_IBL
TK:1248:21,Puerto Rico,IBL 20-098,2020-09-28T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.0128,-67.17021,IBL,,passenger,NA,Animal_IBL
TK:1089:21,Puerto Rico,IBL 20-097,2020-09-27T09:00:00Z,"Animal # 8.00
Plant # 0.00",3.628736,0,18.29199,-67.19832,IBL,,passenger,NA,Animal_IBL
TK:12937:20,Puerto Rico,IBL 20-095,2020-09-18T09:00:00Z,"Animal # 2.00
Plant # 0.50",0.907184,0.226796,18.29236,-67.1982,IBL,,passenger,NA,Animal_IBL
TK:12902:20,Puerto Rico,IBL 20-094,2020-09-17T09:00:00Z,"Animal # 7.50
Plant # 0.00",3.4019399999999997,0,17.97694,-67.21288,IBL,,passenger,NA,Animal_IBL
TK:12707:20,Puerto Rico,IBL 20-092,2020-09-07T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.49251,-66.63197,IBL,,passenger,NA,Animal_IBL
TK:12706:20,Puerto Rico,IBL 20-091,2020-09-06T09:00:00Z,"Animal # 5.00
Plant # 1.50",2.26796,0.680388,18.292,-67.19833,IBL,,passenger,NA,Animal_IBL
TK:12627:20,Puerto Rico,IBL 20-088,2020-08-31T09:00:00Z,"Animal # 6.00
Plant # 1.00",2.721552,0.453592,17.99262,-66.79133,IBL,,passenger,NA,Animal_IBL
TK:12626:20,Puerto Rico,IBL 20-087,2020-08-30T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.48795,-66.55145,IBL,,passenger,NA,Animal_IBL
TK:12624:20,Puerto Rico,IBL 20-086,2020-08-30T09:00:00Z,"Animal # 26.50
Plant # 0.00",12.020188,0,18.49235,-66.96717,IBL,,passenger,NA,Animal_IBL
TK:12625:20,Puerto Rico,IBL 20-085,2020-08-28T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.2921,-67.19843,IBL,,passenger,NA,Animal_IBL
TK:12622:20,Puerto Rico,IBL 20-084,2020-08-28T09:00:00Z,"Animal # 14.00
Plant # 0.00",6.350288,0,18.48319,-66.52907,IBL,,passenger,NA,Animal_IBL
TK:12601:20,Puerto Rico,IBL 20-083,2020-08-28T09:00:00Z,"Animal # 5.00
Plant # 2.00",2.26796,0.907184,18.50842,-67.02417,IBL,,passenger,NA,Animal_IBL
TK:12603:20,Puerto Rico,IBL 20-082,2020-08-27T01:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.40966,-67.16834,IBL,,passenger,NA,Animal_IBL
TK:12604:20,Puerto Rico,IBL 20-081,2020-08-27T09:00:00Z,"Animal # 13.00
Plant # 3.50",5.896696,1.587572,18.29198,-67.19834,IBL,,passenger,NA,Animal_IBL
TK:12384:20,Puerto Rico,IBL 20-080,2020-08-21T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.46854,-66.19985,IBL,,passenger,NA,Animal_IBL
TK:12383:20,Puerto Rico,IBL 20-079,2020-08-19T09:00:00Z,"Animal # 49.50
Plant # 3.50",22.452804,1.587572,18.45775,-67.16419,IBL,,passenger,NA,Animal_IBL
TK:12382:20,Puerto Rico,IBL 20-078,2020-08-19T09:00:00Z,"Animal # 3.00
Plant # 3.00",1.360776,1.360776,18.29204,-67.1983,IBL,,passenger,NA,Animal_IBL
TK:12594:20,Puerto Rico,IBL 20-077,2020-08-15T09:00:00Z,"Animal # 23.50
Plant # 1.50",10.659412,0.680388,18.51563,-67.09669,IBL,,passenger,NA,Animal_IBL
TK:12103:20,Puerto Rico,IBL 20-076,2020-08-11T09:00:00Z,"Animal # 28.25
Plant # 1.75",12.813974,0.793786,18.41012,-67.16734,IBL,,passenger,NA,Animal_IBL
TK:12101:20,Puerto Rico,IBL 20-075,2020-08-07T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.5142,-67.05816,IBL,,passenger,NA,Animal_IBL
TK:12095:20,Puerto Rico,IBL 20-074,2020-08-07T09:00:00Z,"Animal # 0.00
Plant # 3.25",0,1.474174,18.37488,-67.24126,IBL,,passenger,NA,Animal_IBL
TK:12094:20,Puerto Rico,IBL 20-073,2020-08-07T09:00:00Z,"Animal # 9.25
Plant # 0.75",4.195726,0.340194,18.01275,-67.17015,IBL,,passenger,NA,Animal_IBL
TK:12083:20,Puerto Rico,IBL 20-072,2020-08-07T09:00:00Z,"Animal # 0.75
Plant # 2.00",0.340194,0.907184,17.96531,-67.17863,IBL,,passenger,NA,Animal_IBL
TK:11978:20,Puerto Rico,IBL 20-071,2020-08-04T09:00:00Z,"Animal # 15.50
Plant # 0.50",7.030676,0.226796,18.46899,-66.46927,IBL,,passenger,NA,Animal_IBL
TK:11973:20,Puerto Rico,IBL 20-070,2020-08-03T09:00:00Z,"Animal # 3.5
Plant # 3.5",1.587572,1.587572,18.49275,-66.96958,IBL,,passenger,NA,Animal_IBL
TK:11683:20,Puerto Rico,IBL 20-069,2020-07-22T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.3667,-67.26875,IBL,,passenger,NA,Animal_IBL
TK:11726:20,Puerto Rico,IBL 20-068,2020-07-22T09:00:00Z,"Animal # 24.50
Plant # 9.50",11.113004,4.309124,18.29199,-67.19831,IBL,,passenger,NA,Animal_IBL
TK:11727:20,Puerto Rico,IBL 20-067,2020-07-20T09:00:00Z,"Animal # 0.00
Plant # 0.25",0,0.113398,18.50263,-67.14522,IBL,,passenger,NA,Animal_IBL
TK:11728:20,Puerto Rico,IBL 20-066,2020-07-18T09:00:00Z,"Animal # 5.00
Plant # 1.00",2.26796,0.453592,18.48693,-67.16461,IBL,,passenger,NA,Animal_IBL
TK:11684:20,Puerto Rico,IBL 20-065,2020-07-18T09:00:00Z,"Animal # 6.50
Plant # 1.00",2.948348,0.453592,18.04625,-67.19985,IBL,,passenger,NA,Animal_IBL
TK:11738:20,Puerto Rico,IBL 20-064,2020-07-17T01:00:00Z,"Animal # 0.00
Plant # 0.50",0,0.226796,18.29218,-67.19839,IBL,,passenger,NA,Animal_IBL
TK:11406:20,Puerto Rico,IBL 20-063,2020-07-11T07:00:00Z,No product recovered,NA,NA,18.49172,-67.15387,IBL,,passenger,NA,Animal_IBL
TK:8738:21,Puerto Rico,IBL 20-062,2020-07-08T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.01275,-67.17016,IBL,,passenger,NA,Animal_IBL
TK:11459:20,Puerto Rico,IBL 20-061,2020-07-04T07:00:00Z,"Animal #3.5
Plant #2.5",1.587572,1.13398,18.292,-67.19848,IBL,,passenger,NA,Animal_IBL
TK:11460:20,Puerto Rico,IBL 20-060,2020-07-03T07:00:00Z,"Animal #8.0
Plant #1.0",3.628736,0.453592,18.37487,-67.24122,IBL,,passenger,NA,Animal_IBL
TK:11408:20,Puerto Rico,IBL 20-059,2020-07-02T07:00:00Z,"Animal #30
Plant #2",13.607759999999999,0.907184,18.50804,-67.1345,IBL,,passenger,NA,Animal_IBL
TK:11411:20,Puerto Rico,IBL 20-058,2020-07-01T07:00:00Z,"Animal #21.5
Plant #1.5",9.752228,0.680388,17.94878,-66.91134,IBL,,passenger,NA,Animal_IBL
TK:11415:20,Puerto Rico,IBL 20-057,2020-07-01T07:00:00Z,"Animal #4
Plant #15",1.814368,6.8038799999999995,18.29199,-67.19832,IBL,,passenger,NA,Animal_IBL
TK:11423:20,Puerto Rico,IBL 20-056,2020-06-30T07:00:00Z,Animal #1.00,0.453592,NA,18.36839,-67.26471,IBL,,passenger,NA,Animal_IBL
TK:11424:20,Puerto Rico,IBL 20-055,2020-06-29T07:00:00Z,"Animal #2.5
Plant #0.50",1.13398,0.226796,18.04918,-65.83354,IBL,,passenger,NA,Animal_IBL
TK:11432:20,Puerto Rico,IBL 20-054,2020-06-28T07:00:00Z,"Animal #10.5
Plant # 1.5",4.762716,0.680388,17.97909,-66.62029,IBL,,passenger,NA,Animal_IBL
TK:11433:20,Puerto Rico,IBL 20-053,2020-06-25T07:00:00Z,No product recovered,NA,NA,18.44518,-65.92065,IBL,,passenger,NA,Animal_IBL
TK:11434:20,Puerto Rico,IBL 20-052,2020-06-24T07:00:00Z,"Animal #9.5
Plant #1.5",4.309124,0.680388,18.46891,-66.46692,IBL,,passenger,NA,Animal_IBL
TK:11436:20,Puerto Rico,IBL 20-051,2020-06-19T07:00:00Z,"Animal #0.0
Plant #3.5",0,1.587572,18.4692,-66.46311,IBL,,passenger,NA,Animal_IBL
TK:11466:20,Puerto Rico,IBL 20-050,2020-06-18T07:00:00Z,No products recovered,NA,NA,18.49625,-67.15131,IBL,,passenger,NA,Animal_IBL
TK:11467:20,Puerto Rico,IBL 20-049,2020-06-12T07:00:00Z,No products recovered,NA,NA,18.49035,-67.15642,IBL,,passenger,NA,Animal_IBL
TK:11468:20,Puerto Rico,IBL 20-048,2020-06-11T07:00:00Z,"Animal #0.0
Plant #1.5",0,0.680388,18.29203,-67.19853,IBL,,passenger,NA,Animal_IBL
TK:10869:20,Puerto Rico,IBL 20-047,2020-06-09T09:00:00Z,"Animal #10.5
Plant 3.0",4.762716,1.360776,18.29203,-67.19853,IBL,,passenger,NA,Animal_IBL
TK:11470:20,Puerto Rico,IBL 20-046,2020-06-08T07:00:00Z,"Animal #18.5
Plant #2.0",8.391452,0.907184,18.48616,-66.89031,IBL,,passenger,NA,Animal_IBL
TK:11480:20,Puerto Rico,IBL 20-045,2020-05-28T07:00:00Z,"Animal #25.40
Plant#12.60",11.521236799999999,5.7152592,17.99194,-67.21316,IBL,,passenger,NA,Animal_IBL
TK:11198:20,Puerto Rico,IBL 20-044,2020-05-25T09:00:00Z,"Animal #0.0
Plant #2.0",0,0.907184,18.36099,-67.27076,IBL,,passenger,NA,Animal_IBL
TK:10372:20,Puerto Rico,IBL 20-043,2020-05-23T08:00:00Z,No products recovered,NA,NA,18.48475,-66.35203,IBL,,passenger,NA,Animal_IBL
TK:10049:20,Puerto Rico,IBL 20-042,2020-05-15T07:00:00Z,no products recovered,NA,NA,18.36254,-67.27121,IBL,,passenger,NA,Animal_IBL
TK:10048:20,Puerto Rico,IBL 20-041,2020-05-13T07:00:00Z,plant products #30,NA,13.607759999999999,17.96522,-67.17421,IBL,,passenger,NA,Animal_IBL
TK:10040:20,Puerto Rico,IBL 20-040,2020-05-12T07:00:00Z,animal # 32,14.514944,NA,17.96528,-67.17428,IBL,,passenger,NA,Animal_IBL
TK:9429:20,Puerto Rico,IBL 20-039,2020-04-27T09:00:00Z,"Animal # 7.50
Plant # 2.00",3.4019399999999997,0.907184,18.48714,-66.54874,IBL,,passenger,NA,Animal_IBL
TK:7680:20,Puerto Rico,IBL 20-038,2020-03-25T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,17.94523,-67.19368,IBL,,passenger,NA,Animal_IBL
TK:7477:20,Puerto Rico,IBL 20-037,2020-03-18T09:00:00Z,"Animal # 3.00
Plant # 2.20",1.360776,0.9979024000000001,17.96277,-67.20927,IBL,,passenger,NA,Animal_IBL
TK:7146:20,Puerto Rico,IBL 20-036,2020-03-06T06:00:00Z,"Animal: 1.00#
Plant: 4.80 #",0.453592,2.1772416,18.3767,-67.2369,IBL,,passenger,NA,Animal_IBL
TK:7262:20,Puerto Rico,IBL 20-035,2020-03-06T09:00:00Z,"Animal # 0.00
Plant # 1.00",0,0.453592,17.99638,-67.20927,IBL,,passenger,NA,Animal_IBL
TK:6740:20,Puerto Rico,IBL 20-034,2020-03-04T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.51274,-67.12008,IBL,,passenger,NA,Animal_IBL
TK:6724:20,Puerto Rico,IBL 20-033,2020-03-04T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,17.93148,-67.18469,IBL,,passenger,NA,Animal_IBL
TK:6714:20,Puerto Rico,IBL 20-032,2020-03-03T09:00:00Z,"Animal # 7.00
Plant # 1.00",3.175144,0.453592,18.29209,-67.19844,IBL,,passenger,NA,Animal_IBL
TK:6712:20,Puerto Rico,IBL 20-031,2020-03-02T09:00:00Z,"Animal # 1.5
Plant # 1.5",0.680388,0.680388,17.9907,-67.21295,IBL,,passenger,NA,Animal_IBL
TK:6552:20,Puerto Rico,IBL 20-030,2020-02-24T04:30:00Z,"Animal: 0.00#
Plant: 0.00#",0,0,18.31174,-67.24149,IBL,,passenger,NA,Animal_IBL
TK:5686:20,Puerto Rico,IBL 20-029,2020-01-30T09:00:00Z,"Animal # 6.00
Plant # 0.50",2.721552,0.226796,18.46267,-67.16767,IBL,,passenger,NA,Animal_IBL
TK:5685:20,Puerto Rico,IBL 20-028,2020-01-31T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.36845,-67.26442,IBL,,passenger,NA,Animal_IBL
TK:5456:20,Puerto Rico,IBL 20-027,2020-01-27T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.34912,-67.26376,IBL,,passenger,NA,Animal_IBL
TK:5458:20,Puerto Rico,IBL 20-026,2020-01-08T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.37345,-67.24686,IBL,,passenger,NA,Animal_IBL
TK:5480:20,Puerto Rico,IBL 20-025,2020-01-06T09:00:00Z,"Animal # 0.00
Plant # 12.5",0,5.6699,18.37814,-67.22814,IBL,,passenger,NA,Animal_IBL
TK:5334:20,Puerto Rico,IBL 20-024,2019-12-26T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.35388,-67.26799,IBL,,passenger,NA,Animal_IBL
TK:5777:20,Puerto Rico,IBL 20-023,2019-12-27T06:00:00Z,"Animal: 16.00#
Plant: 14.00#",7.257472,6.350288,18.04141,-67.20485,IBL,,passenger,NA,Animal_IBL
TK:5773:20,Puerto Rico,IBL 20-022,2019-12-27T06:00:00Z,"Animal: 0.00#
Plant: 0.00#",0,0,18.01294,-67.17038,IBL,,passenger,NA,Animal_IBL
TK:5332:20,Puerto Rico,IBL 20-021,2019-12-25T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.31886,-65.28299,IBL,,passenger,NA,Animal_IBL
TK:3896:20,Puerto Rico,IBL 20-020,2019-12-18T09:00:00Z,"Animal # 0.00
Plant# 0.00",0,0,18.40385,-67.1815,IBL,,passenger,NA,Animal_IBL
TK:4006:20,Puerto Rico,IBL 20-019,2019-12-10T06:00:00Z,"Animal: 25.00#
Plant: 5.50#",11.3398,2.4947559999999998,18.01279,-67.17014,IBL,,passenger,NA,Animal_IBL
TK:3704:20,Puerto Rico,IBL 20-018,2019-12-10T06:00:00Z,"Animal: 12.00#
Plant: 8.00#",5.443104,3.628736,17.94693,-67.19026,IBL,,passenger,NA,Animal_IBL
TK:3703:20,Puerto Rico,IBL 20-017,2019-12-10T04:00:00Z,"Animal: 3.50#
Plant: 5.00#",1.587572,2.26796,18.29223,-67.19837,IBL,,passenger,NA,Animal_IBL
TK:4005:20,Puerto Rico,IBL 20-016,2019-12-08T06:00:00Z,"Animal: 0.00#
Plant: 0.50#",0,0.226796,18.29236,-67.199700000000007,IBL,,passenger,NA,Animal_IBL
TK:3701:20,Puerto Rico,IBL 20-015,2019-12-06T06:00:00Z,"Animal: 2.00#
Plant: 15.00#",0.907184,6.8038799999999995,18.42519,-65.83094,IBL,,passenger,NA,Animal_IBL
TK:3700:20,Puerto Rico,IBL 20-014,2019-11-30T06:00:00Z,"Animal: 0.00#
Plant: 0.50#",0,0.226796,18.38454,-67.21253,IBL,,passenger,NA,Animal_IBL
TK:3698:20,Puerto Rico,IBL 20-013,2019-11-28T10:00:00Z,"Animal: 9.50#
Plant: 5.50#",4.309124,2.4947559999999998,17.94071,-67.19275,IBL,,passenger,NA,Animal_IBL
TK:3244:20,Puerto Rico,IBL 20-012,2019-11-17T10:00:00Z,"Animal: 3.00#
Plant: 1.00#",1.360776,0.453592,17.95114,-67.13503,IBL,,passenger,NA,Animal_IBL
TK:3236:20,Puerto Rico,IBL 20-011,2019-11-13T10:00:00Z,"Animal: 7.00#
Plant: 1.00#",3.175144,0.453592,17.9523,-67.13629,IBL,,passenger,NA,Animal_IBL
TK:3243:20,Puerto Rico,IBL 20-010,2019-11-12T10:00:00Z,"Animal: 0.00#
Plant: 0.00#",0,0,18.46906,-66.46057,IBL,,passenger,NA,Animal_IBL
TK:3235:20,Puerto Rico,IBL 20-009,2019-11-04T10:00:00Z,"Animal: 0.00#
Plant: 0.00#",0,0,17.94193,-66.20183,IBL,,passenger,NA,Animal_IBL
TK:3234:20,Puerto Rico,IBL 20-008,2019-11-01T10:00:00Z,"Animal: 0.00#
Plant: 0.00#",0,0,17.97941,-66.62004,IBL,,passenger,NA,Animal_IBL
TK:3242:20,Puerto Rico,IBL 20-007,2019-10-24T10:00:00Z,"Animal: 0.00#
Plant: 0.00#",0,0,18.51321,-67.04192,IBL,,passenger,NA,Animal_IBL
TK:3088:20,Puerto Rico,IBL 20-006,2019-10-19T09:00:00Z,"Animal # 0.00
Plant # 9.00",0,4.082328,18.48478,-66.58751,IBL,,passenger,NA,Animal_IBL
TK:3087:20,Puerto Rico,IBL 20-005,2019-10-15T09:00:00Z,"Animal # 0.50
Plant #1.00",0.226796,0.453592,18.29206,-67.19853,IBL,,passenger,NA,Animal_IBL
TK:2185:20,Puerto Rico,IBL 20-004,2019-10-11T10:00:00Z,"Animal: 3.4#
Plant: 6.4#",1.5422128,2.9029888,18.29208,-67.19845,IBL,,passenger,NA,Animal_IBL
TK:3086:20,Puerto Rico,IBL 20-003,2019-10-11T09:00:00Z,"Animal # 0.00
Plant # 4.00",0,1.814368,18.46941,-66.47157,IBL,,passenger,NA,Animal_IBL
TK:3083:20,Puerto Rico,IBL 20-002,2019-10-08T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.48847,-67.1629,IBL,,passenger,NA,Animal_IBL
TK:3080:20,Puerto Rico,IBL 20-001,2019-10-05T09:00:00Z,"Animal # 16.00 
Plant # 0.00",7.257472,0,18.48088,-66.70169,IBL,,passenger,NA,Animal_IBL
TK:3078:20,Puerto Rico,IBL 19-108,2019-10-02T09:00:00Z,"Animal # 12.5
Plant # 5.5",5.6699,2.4947559999999998,18.29157,-67.19751,IBL,,passenger,NA,Animal_IBL
TK:3077:20,Puerto Rico,IBL 19-107,2019-09-30T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.01279,-67.17018,IBL,,passenger,NA,Animal_IBL
TK:3076:20,Puerto Rico,IBL 19-106,2019-09-20T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,17.97803,-67.21301,IBL,,passenger,NA,Animal_IBL
TK:3075:20,Puerto Rico,IBL 19-105,2019-09-15T09:00:00Z,"Animal # 0.00
Plant # 0.00",0,0,18.05448,-67.20128,IBL,,passenger,NA,Animal_IBL
TK:3081:20,Puerto Rico,IBL 19-104,2019-09-14T10:00:00Z,"Animal: 0.00#
Plant: 0.00#",0,0,18.5126,-67.1186,IBL,,passenger,NA,Animal_IBL
TK:3085:20,Puerto Rico,IBL 19-103,2019-09-13T10:00:00Z,"Animal: 10.0 #
Plant: 14.0 #",4.53592,6.350288,18.42554,-67.15519,IBL,,passenger,NA,Animal_IBL
TK:3084:20,Puerto Rico,IBL 19-102,2019-09-12T10:00:00Z,"Animal: 12.50 #
Plant: 11.00 #",5.6699,4.9895119999999995,18.48759,-66.77266,IBL,,passenger,NA,Animal_IBL
TK:3082:20,Puerto Rico,IBL 19-101,2019-09-10T10:00:00Z,"Animal: 0.00#
Plant: 5.50#",0,2.4947559999999998,18.05493,-67.20118,IBL,,passenger,NA,Animal_IBL
TK:3079:20,Puerto Rico,IBL 19-100,2019-09-10T10:00:00Z,"Animal: 4.00 #
Plant: 0.50 #",1.814368,0.226796,18.01271,-67.17015,IBL,,passenger,NA,Animal_IBL
TK:2260:20,Puerto Rico,IBL 19-099,2019-09-10T10:00:00Z,"Animal: 6.50#
Plant: 0.00#",2.948348,0,18.29215,-67.19844,IBL,,passenger,NA,Animal_IBL
TK:2259:20,Puerto Rico,IBL 19-098,2019-09-08T10:00:00Z,"Animal: 0.00#
Plant: 0.00#",0,0,18.37239,-67.25108,IBL,,passenger,NA,Animal_IBL
TK:22536:19,Puerto Rico,IBL 19-097,2019-09-06T10:00:00Z,"Animal: 4.6 #
Plant: 2.0 #",2.0865232,0.907184,17.97191,-66.92709,IBL,,passenger,NA,Animal_IBL
TK:22534:19,Puerto Rico,IBL 19-096,2019-09-05T10:00:00Z,"Animal: 0.00 #
Plant: 4.00 #",0,1.814368,18.3635,-67.27062,IBL,,passenger,NA,Animal_IBL
TK:2258:20,Puerto Rico,IBL 19-095,2019-09-02T10:00:00Z,"Animal: 1.10#
Plant: 0.00#",0.49895120000000004,0,18.34426,-67.25991,IBL,,passenger,NA,Animal_IBL
TK:2331:20,Puerto Rico,IBL 19-094,2019-08-27T10:00:00Z,"Animal: 0.00
Plant: 0.00",0,0,18.0796,-67.93765,IBL,,passenger,NA,Animal_IBL
TK:2257:20,Puerto Rico,IBL 19-093,2019-08-26T10:00:00Z,"Animal: 0.00#
Plant: 7.00#",0,3.175144,18.40176,-67.18477,IBL,,passenger,NA,Animal_IBL
